test_name,left_set,right_set,priority
BLD-EL-Communication Devices-vs-BLD-ME-Ducts&Duct Fittings,BLD-EL-Communication Devices,BLD-ME-Ducts&Duct Fittings,C
BLD-EL-Communication Devices-vs-BLD-ME-Flex Ducts,BLD-EL-Communication Devices,BLD-ME-Flex Ducts,C
BLD-EL-Communication Devices-vs-BLD-ME-Flex Pipes,BLD-EL-Communication Devices,BLD-ME-Flex Pipes,C
BLD-EL-Communication Devices-vs-BLD-ME-Mechanical Equipment,BLD-EL-Communication Devices,BLD-ME-Mechanical Equipment,C
BLD-EL-Communication Devices-vs-BLD-ME-Pipe Accessories,BLD-EL-Communication Devices,BLD-ME-Pipe Accessories,C
BLD-EL-Communication Devices-vs-BLD-ME-Pipes&Pipe Fittings,BLD-EL-Communication Devices,BLD-ME-Pipes&Pipe Fittings,C
BLD-EL-Communication Devices-vs-BLD-ME-Plumbing Fixtures,BLD-EL-Communication Devices,BLD-ME-Plumbing Fixtures,C
BLD-EL-Communication Devices-vs-BLD-PL-Mechanical Equipment,BLD-EL-Communication Devices,BLD-PL-Mechanical Equipment,C
BLD-EL-Communication Devices-vs-BLD-PL-Pipe Accessories,BLD-EL-Communication Devices,BLD-PL-Pipe Accessories,C
BLD-EL-Communication Devices-vs-BLD-PL-Pipe Insulations,BLD-EL-Communication Devices,BLD-PL-Pipe Insulations,C
BLD-EL-Communication Devices-vs-BLD-PL-Pipes & Pipe Fittings,BLD-EL-Communication Devices,BLD-PL-Pipes & Pipe Fittings,C
BLD-EL-Communication Devices-vs-BLD-PL-Plumbing Fixtures,BLD-EL-Communication Devices,BLD-PL-Plumbing Fixtures,C
BLD-EL-Communication Devices-vs-BLD-ST-Columns,BLD-EL-Communication Devices,BLD-ST-Columns,A
BLD-EL-Communication Devices-vs-BLD-ST-Floors,BLD-EL-Communication Devices,BLD-ST-Floors,A
BLD-EL-Communication Devices-vs-BLD-ST-Foundation,BLD-EL-Communication Devices,BLD-ST-Foundation,A
BLD-EL-Communication Devices-vs-BLD-ST-Framing,BLD-EL-Communication Devices,BLD-ST-Framing,A
BLD-EL-Communication Devices-vs-BLD-ST-Stair,BLD-EL-Communication Devices,BLD-ST-Stair,A
BLD-EL-Communication Devices-vs-BLD-ST-Walls,BLD-EL-Communication Devices,BLD-ST-Walls,A
BLD-EL-Communication Devices-vs-BLD-Security Devices,BLD-EL-Communication Devices,BLD-Security Devices,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-AR-Casework,BLD-EL-Conduits & Conduit Fittings,BLD-AR-Casework,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-AR-Ceilings,BLD-EL-Conduits & Conduit Fittings,BLD-AR-Ceilings,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-AR-Columns,BLD-EL-Conduits & Conduit Fittings,BLD-AR-Columns,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-AR-Curtain Mullions,BLD-EL-Conduits & Conduit Fittings,BLD-AR-Curtain Mullions,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-AR-Curtain Panels,BLD-EL-Conduits & Conduit Fittings,BLD-AR-Curtain Panels,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-AR-Doors,BLD-EL-Conduits & Conduit Fittings,BLD-AR-Doors,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-AR-Floors,BLD-EL-Conduits & Conduit Fittings,BLD-AR-Floors,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-AR-Furniture,BLD-EL-Conduits & Conduit Fittings,BLD-AR-Furniture,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-AR-Parking,BLD-EL-Conduits & Conduit Fittings,BLD-AR-Parking,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-AR-Railings,BLD-EL-Conduits & Conduit Fittings,BLD-AR-Railings,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-AR-Ramps,BLD-EL-Conduits & Conduit Fittings,BLD-AR-Ramps,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-AR-Roofs,BLD-EL-Conduits & Conduit Fittings,BLD-AR-Roofs,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-AR-Site,BLD-EL-Conduits & Conduit Fittings,BLD-AR-Site,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-AR-Stairs,BLD-EL-Conduits & Conduit Fittings,BLD-AR-Stairs,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-AR-Walls,BLD-EL-Conduits & Conduit Fittings,BLD-AR-Walls,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-AR-Windows,BLD-EL-Conduits & Conduit Fittings,BLD-AR-Windows,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-DR-Mechanical Equipment,BLD-EL-Conduits & Conduit Fittings,BLD-DR-Mechanical Equipment,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-DR-Pipe Accessories,BLD-EL-Conduits & Conduit Fittings,BLD-DR-Pipe Accessories,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-DR-Pipe Insulations,BLD-EL-Conduits & Conduit Fittings,BLD-DR-Pipe Insulations,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-DR-Pipes & Pipe Fittings,BLD-EL-Conduits & Conduit Fittings,BLD-DR-Pipes & Pipe Fittings,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-DR-Plumbing Fixtures,BLD-EL-Conduits & Conduit Fittings,BLD-DR-Plumbing Fixtures,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-EL-Cable Tray&Cable Tray Fittings,BLD-EL-Conduits & Conduit Fittings,BLD-EL-Cable Tray&Cable Tray Fittings,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-EL-Electrical Equipment,BLD-EL-Conduits & Conduit Fittings,BLD-EL-Electrical Equipment,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-EL-Electrical Fixtures,BLD-EL-Conduits & Conduit Fittings,BLD-EL-Electrical Fixtures,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-FF-Mechanical Equipment,BLD-EL-Conduits & Conduit Fittings,BLD-FF-Mechanical Equipment,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-FF-Pipe Accessories,BLD-EL-Conduits & Conduit Fittings,BLD-FF-Pipe Accessories,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-FF-Pipe Insulations,BLD-EL-Conduits & Conduit Fittings,BLD-FF-Pipe Insulations,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-FF-Pipes & Pipe Fittings,BLD-EL-Conduits & Conduit Fittings,BLD-FF-Pipes & Pipe Fittings,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-FF-Plumbing Fixtures,BLD-EL-Conduits & Conduit Fittings,BLD-FF-Plumbing Fixtures,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-FF-Sprinklers,BLD-EL-Conduits & Conduit Fittings,BLD-FF-Sprinklers,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-ME-Air Terminals,BLD-EL-Conduits & Conduit Fittings,BLD-ME-Air Terminals,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-ME-Duct Accessory,BLD-EL-Conduits & Conduit Fittings,BLD-ME-Duct Accessory,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-ME-Ducts&Duct Fittings,BLD-EL-Conduits & Conduit Fittings,BLD-ME-Ducts&Duct Fittings,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-ME-Flex Ducts,BLD-EL-Conduits & Conduit Fittings,BLD-ME-Flex Ducts,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-ME-Flex Pipes,BLD-EL-Conduits & Conduit Fittings,BLD-ME-Flex Pipes,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-ME-Mechanical Equipment,BLD-EL-Conduits & Conduit Fittings,BLD-ME-Mechanical Equipment,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-ME-Pipe Accessories,BLD-EL-Conduits & Conduit Fittings,BLD-ME-Pipe Accessories,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-ME-Pipes&Pipe Fittings,BLD-EL-Conduits & Conduit Fittings,BLD-ME-Pipes&Pipe Fittings,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-ME-Plumbing Fixtures,BLD-EL-Conduits & Conduit Fittings,BLD-ME-Plumbing Fixtures,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-PL-Mechanical Equipment,BLD-EL-Conduits & Conduit Fittings,BLD-PL-Mechanical Equipment,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-PL-Pipe Accessories,BLD-EL-Conduits & Conduit Fittings,BLD-PL-Pipe Accessories,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-PL-Pipe Insulations,BLD-EL-Conduits & Conduit Fittings,BLD-PL-Pipe Insulations,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-PL-Pipes & Pipe Fittings,BLD-EL-Conduits & Conduit Fittings,BLD-PL-Pipes & Pipe Fittings,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-PL-Plumbing Fixtures,BLD-EL-Conduits & Conduit Fittings,BLD-PL-Plumbing Fixtures,C
BLD-EL-Conduits & Conduit Fittings-vs-BLD-ST-Columns,BLD-EL-Conduits & Conduit Fittings,BLD-ST-Columns,A
BLD-EL-Conduits & Conduit Fittings-vs-BLD-ST-Floors,BLD-EL-Conduits & Conduit Fittings,BLD-ST-Floors,A
BLD-EL-Conduits & Conduit Fittings-vs-BLD-ST-Foundation,BLD-EL-Conduits & Conduit Fittings,BLD-ST-Foundation,A
BLD-EL-Conduits & Conduit Fittings-vs-BLD-ST-Framing,BLD-EL-Conduits & Conduit Fittings,BLD-ST-Framing,A
BLD-EL-Conduits & Conduit Fittings-vs-BLD-ST-Stair,BLD-EL-Conduits & Conduit Fittings,BLD-ST-Stair,A
BLD-EL-Conduits & Conduit Fittings-vs-BLD-ST-Walls,BLD-EL-Conduits & Conduit Fittings,BLD-ST-Walls,A
BLD-EL-Data Devices-vs-BLD-AR-Casework,BLD-EL-Data Devices,BLD-AR-Casework,C
BLD-EL-Data Devices-vs-BLD-AR-Ceilings,BLD-EL-Data Devices,BLD-AR-Ceilings,C
BLD-EL-Data Devices-vs-BLD-AR-Columns,BLD-EL-Data Devices,BLD-AR-Columns,C
BLD-EL-Data Devices-vs-BLD-AR-Curtain Mullions,BLD-EL-Data Devices,BLD-AR-Curtain Mullions,C
BLD-EL-Data Devices-vs-BLD-AR-Curtain Panels,BLD-EL-Data Devices,BLD-AR-Curtain Panels,C
BLD-EL-Data Devices-vs-BLD-AR-Doors,BLD-EL-Data Devices,BLD-AR-Doors,C
BLD-EL-Data Devices-vs-BLD-AR-Floors,BLD-EL-Data Devices,BLD-AR-Floors,C
BLD-EL-Data Devices-vs-BLD-AR-Furniture,BLD-EL-Data Devices,BLD-AR-Furniture,C
BLD-EL-Data Devices-vs-BLD-AR-Parking,BLD-EL-Data Devices,BLD-AR-Parking,C
BLD-EL-Data Devices-vs-BLD-AR-Railings,BLD-EL-Data Devices,BLD-AR-Railings,C
BLD-EL-Data Devices-vs-BLD-AR-Ramps,BLD-EL-Data Devices,BLD-AR-Ramps,C
BLD-EL-Data Devices-vs-BLD-AR-Roofs,BLD-EL-Data Devices,BLD-AR-Roofs,C
BLD-EL-Data Devices-vs-BLD-AR-Site,BLD-EL-Data Devices,BLD-AR-Site,C
BLD-EL-Data Devices-vs-BLD-AR-Stairs,BLD-EL-Data Devices,BLD-AR-Stairs,C
BLD-EL-Data Devices-vs-BLD-AR-Walls,BLD-EL-Data Devices,BLD-AR-Walls,C
BLD-EL-Data Devices-vs-BLD-AR-Windows,BLD-EL-Data Devices,BLD-AR-Windows,C
BLD-EL-Data Devices-vs-BLD-DR-Mechanical Equipment,BLD-EL-Data Devices,BLD-DR-Mechanical Equipment,C
BLD-EL-Data Devices-vs-BLD-DR-Pipe Accessories,BLD-EL-Data Devices,BLD-DR-Pipe Accessories,C
BLD-EL-Data Devices-vs-BLD-DR-Pipe Insulations,BLD-EL-Data Devices,BLD-DR-Pipe Insulations,C
BLD-EL-Data Devices-vs-BLD-DR-Pipes & Pipe Fittings,BLD-EL-Data Devices,BLD-DR-Pipes & Pipe Fittings,C
BLD-EL-Data Devices-vs-BLD-DR-Plumbing Fixtures,BLD-EL-Data Devices,BLD-DR-Plumbing Fixtures,C
BLD-EL-Data Devices-vs-BLD-EL-Cable Tray&Cable Tray Fittings,BLD-EL-Data Devices,BLD-EL-Cable Tray&Cable Tray Fittings,C
BLD-EL-Data Devices-vs-BLD-EL-Communication Devices,BLD-EL-Data Devices,BLD-EL-Communication Devices,C
BLD-EL-Data Devices-vs-BLD-EL-Conduits & Conduit Fittings,BLD-EL-Data Devices,BLD-EL-Conduits & Conduit Fittings,C
BLD-EL-Data Devices-vs-BLD-EL-Devices,BLD-EL-Data Devices,BLD-EL-Devices,C
BLD-EL-Data Devices-vs-BLD-EL-Electrical Equipment,BLD-EL-Data Devices,BLD-EL-Electrical Equipment,C
BLD-EL-Data Devices-vs-BLD-EL-Electrical Fixtures,BLD-EL-Data Devices,BLD-EL-Electrical Fixtures,C
BLD-EL-Data Devices-vs-BLD-EL-Fire Alarm Devices,BLD-EL-Data Devices,BLD-EL-Fire Alarm Devices,C
BLD-EL-Data Devices-vs-BLD-EL-Lighting Devices,BLD-EL-Data Devices,BLD-EL-Lighting Devices,C
BLD-EL-Data Devices-vs-BLD-EL-Lighting Fixtures,BLD-EL-Data Devices,BLD-EL-Lighting Fixtures,C
BLD-EL-Data Devices-vs-BLD-EL-Telecom Equipment,BLD-EL-Data Devices,BLD-EL-Telecom Equipment,C
BLD-EL-Data Devices-vs-BLD-EL-Telecom Fixtures,BLD-EL-Data Devices,BLD-EL-Telecom Fixtures,C
BLD-EL-Data Devices-vs-BLD-EL-Telephone Devices,BLD-EL-Data Devices,BLD-EL-Telephone Devices,C
BLD-EL-Data Devices-vs-BLD-FF-Mechanical Equipment,BLD-EL-Data Devices,BLD-FF-Mechanical Equipment,C
BLD-EL-Data Devices-vs-BLD-FF-Pipe Accessories,BLD-EL-Data Devices,BLD-FF-Pipe Accessories,C
BLD-EL-Data Devices-vs-BLD-FF-Pipe Insulations,BLD-EL-Data Devices,BLD-FF-Pipe Insulations,C
BLD-EL-Data Devices-vs-BLD-FF-Pipes & Pipe Fittings,BLD-EL-Data Devices,BLD-FF-Pipes & Pipe Fittings,C
BLD-EL-Data Devices-vs-BLD-FF-Plumbing Fixtures,BLD-EL-Data Devices,BLD-FF-Plumbing Fixtures,C
BLD-EL-Data Devices-vs-BLD-FF-Sprinklers,BLD-EL-Data Devices,BLD-FF-Sprinklers,C
BLD-EL-Data Devices-vs-BLD-ME-Air Terminals,BLD-EL-Data Devices,BLD-ME-Air Terminals,C
BLD-EL-Data Devices-vs-BLD-ME-Duct Accessory,BLD-EL-Data Devices,BLD-ME-Duct Accessory,C
BLD-EL-Data Devices-vs-BLD-ME-Ducts&Duct Fittings,BLD-EL-Data Devices,BLD-ME-Ducts&Duct Fittings,C
BLD-EL-Data Devices-vs-BLD-ME-Flex Ducts,BLD-EL-Data Devices,BLD-ME-Flex Ducts,C
BLD-EL-Data Devices-vs-BLD-ME-Flex Pipes,BLD-EL-Data Devices,BLD-ME-Flex Pipes,C
BLD-EL-Data Devices-vs-BLD-ME-Mechanical Equipment,BLD-EL-Data Devices,BLD-ME-Mechanical Equipment,C
BLD-EL-Data Devices-vs-BLD-ME-Pipe Accessories,BLD-EL-Data Devices,BLD-ME-Pipe Accessories,C
BLD-EL-Data Devices-vs-BLD-ME-Pipes&Pipe Fittings,BLD-EL-Data Devices,BLD-ME-Pipes&Pipe Fittings,C
BLD-EL-Data Devices-vs-BLD-ME-Plumbing Fixtures,BLD-EL-Data Devices,BLD-ME-Plumbing Fixtures,C
BLD-EL-Data Devices-vs-BLD-PL-Mechanical Equipment,BLD-EL-Data Devices,BLD-PL-Mechanical Equipment,C
BLD-EL-Data Devices-vs-BLD-PL-Pipe Accessories,BLD-EL-Data Devices,BLD-PL-Pipe Accessories,C
BLD-EL-Data Devices-vs-BLD-PL-Pipe Insulations,BLD-EL-Data Devices,BLD-PL-Pipe Insulations,C
BLD-EL-Data Devices-vs-BLD-PL-Pipes & Pipe Fittings,BLD-EL-Data Devices,BLD-PL-Pipes & Pipe Fittings,C
BLD-EL-Data Devices-vs-BLD-PL-Plumbing Fixtures,BLD-EL-Data Devices,BLD-PL-Plumbing Fixtures,C
BLD-EL-Data Devices-vs-BLD-ST-Columns,BLD-EL-Data Devices,BLD-ST-Columns,A
BLD-EL-Data Devices-vs-BLD-ST-Floors,BLD-EL-Data Devices,BLD-ST-Floors,A
BLD-EL-Data Devices-vs-BLD-ST-Foundation,BLD-EL-Data Devices,BLD-ST-Foundation,A
BLD-EL-Data Devices-vs-BLD-ST-Framing,BLD-EL-Data Devices,BLD-ST-Framing,A
BLD-EL-Data Devices-vs-BLD-ST-Stair,BLD-EL-Data Devices,BLD-ST-Stair,A
BLD-EL-Data Devices-vs-BLD-ST-Walls,BLD-EL-Data Devices,BLD-ST-Walls,A
BLD-EL-Data Devices-vs-BLD-Security Devices,BLD-EL-Data Devices,BLD-Security Devices,C
BLD-EL-Devices-vs-BLD-AR-Casework,BLD-EL-Devices,BLD-AR-Casework,C
BLD-EL-Devices-vs-BLD-AR-Ceilings,BLD-EL-Devices,BLD-AR-Ceilings,C
BLD-EL-Devices-vs-BLD-AR-Columns,BLD-EL-Devices,BLD-AR-Columns,C
BLD-EL-Devices-vs-BLD-AR-Curtain Mullions,BLD-EL-Devices,BLD-AR-Curtain Mullions,C
BLD-EL-Devices-vs-BLD-AR-Curtain Panels,BLD-EL-Devices,BLD-AR-Curtain Panels,C
BLD-EL-Devices-vs-BLD-AR-Doors,BLD-EL-Devices,BLD-AR-Doors,C
BLD-EL-Devices-vs-BLD-AR-Floors,BLD-EL-Devices,BLD-AR-Floors,C
BLD-EL-Devices-vs-BLD-AR-Furniture,BLD-EL-Devices,BLD-AR-Furniture,C
BLD-EL-Devices-vs-BLD-AR-Parking,BLD-EL-Devices,BLD-AR-Parking,C
BLD-EL-Devices-vs-BLD-AR-Railings,BLD-EL-Devices,BLD-AR-Railings,C
BLD-EL-Devices-vs-BLD-AR-Ramps,BLD-EL-Devices,BLD-AR-Ramps,C
BLD-EL-Devices-vs-BLD-AR-Roofs,BLD-EL-Devices,BLD-AR-Roofs,C
BLD-EL-Devices-vs-BLD-AR-Site,BLD-EL-Devices,BLD-AR-Site,C
BLD-EL-Devices-vs-BLD-AR-Stairs,BLD-EL-Devices,BLD-AR-Stairs,C
BLD-EL-Devices-vs-BLD-AR-Walls,BLD-EL-Devices,BLD-AR-Walls,C
BLD-EL-Devices-vs-BLD-AR-Windows,BLD-EL-Devices,BLD-AR-Windows,C
BLD-EL-Devices-vs-BLD-DR-Mechanical Equipment,BLD-EL-Devices,BLD-DR-Mechanical Equipment,C
BLD-EL-Devices-vs-BLD-DR-Pipe Accessories,BLD-EL-Devices,BLD-DR-Pipe Accessories,C
BLD-EL-Devices-vs-BLD-DR-Pipe Insulations,BLD-EL-Devices,BLD-DR-Pipe Insulations,C
BLD-EL-Devices-vs-BLD-DR-Pipes & Pipe Fittings,BLD-EL-Devices,BLD-DR-Pipes & Pipe Fittings,C
BLD-EL-Devices-vs-BLD-DR-Plumbing Fixtures,BLD-EL-Devices,BLD-DR-Plumbing Fixtures,C
BLD-EL-Devices-vs-BLD-EL-Cable Tray&Cable Tray Fittings,BLD-EL-Devices,BLD-EL-Cable Tray&Cable Tray Fittings,C
BLD-EL-Devices-vs-BLD-EL-Conduits & Conduit Fittings,BLD-EL-Devices,BLD-EL-Conduits & Conduit Fittings,C
BLD-EL-Devices-vs-BLD-EL-Electrical Equipment,BLD-EL-Devices,BLD-EL-Electrical Equipment,C
BLD-EL-Devices-vs-BLD-EL-Electrical Fixtures,BLD-EL-Devices,BLD-EL-Electrical Fixtures,C
BLD-EL-Devices-vs-BLD-FF-Mechanical Equipment,BLD-EL-Devices,BLD-FF-Mechanical Equipment,C
BLD-EL-Devices-vs-BLD-FF-Pipe Accessories,BLD-EL-Devices,BLD-FF-Pipe Accessories,C
BLD-EL-Devices-vs-BLD-FF-Pipe Insulations,BLD-EL-Devices,BLD-FF-Pipe Insulations,C
BLD-EL-Devices-vs-BLD-FF-Pipes & Pipe Fittings,BLD-EL-Devices,BLD-FF-Pipes & Pipe Fittings,C
BLD-EL-Devices-vs-BLD-FF-Plumbing Fixtures,BLD-EL-Devices,BLD-FF-Plumbing Fixtures,C
BLD-EL-Devices-vs-BLD-FF-Sprinklers,BLD-EL-Devices,BLD-FF-Sprinklers,C
BLD-EL-Devices-vs-BLD-ME-Air Terminals,BLD-EL-Devices,BLD-ME-Air Terminals,C
BLD-EL-Devices-vs-BLD-ME-Duct Accessory,BLD-EL-Devices,BLD-ME-Duct Accessory,C
BLD-EL-Devices-vs-BLD-ME-Ducts&Duct Fittings,BLD-EL-Devices,BLD-ME-Ducts&Duct Fittings,C
BLD-EL-Devices-vs-BLD-ME-Flex Ducts,BLD-EL-Devices,BLD-ME-Flex Ducts,C
BLD-EL-Devices-vs-BLD-ME-Flex Pipes,BLD-EL-Devices,BLD-ME-Flex Pipes,C
BLD-EL-Devices-vs-BLD-ME-Mechanical Equipment,BLD-EL-Devices,BLD-ME-Mechanical Equipment,C
BLD-EL-Devices-vs-BLD-ME-Pipe Accessories,BLD-EL-Devices,BLD-ME-Pipe Accessories,C
BLD-EL-Devices-vs-BLD-ME-Pipes&Pipe Fittings,BLD-EL-Devices,BLD-ME-Pipes&Pipe Fittings,C
BLD-EL-Devices-vs-BLD-ME-Plumbing Fixtures,BLD-EL-Devices,BLD-ME-Plumbing Fixtures,C
BLD-EL-Devices-vs-BLD-PL-Mechanical Equipment,BLD-EL-Devices,BLD-PL-Mechanical Equipment,C
BLD-EL-Devices-vs-BLD-PL-Pipe Accessories,BLD-EL-Devices,BLD-PL-Pipe Accessories,C
BLD-EL-Devices-vs-BLD-PL-Pipe Insulations,BLD-EL-Devices,BLD-PL-Pipe Insulations,C
BLD-EL-Devices-vs-BLD-PL-Pipes & Pipe Fittings,BLD-EL-Devices,BLD-PL-Pipes & Pipe Fittings,C
BLD-EL-Devices-vs-BLD-PL-Plumbing Fixtures,BLD-EL-Devices,BLD-PL-Plumbing Fixtures,C
BLD-EL-Devices-vs-BLD-ST-Columns,BLD-EL-Devices,BLD-ST-Columns,A
BLD-EL-Devices-vs-BLD-ST-Floors,BLD-EL-Devices,BLD-ST-Floors,A
BLD-EL-Devices-vs-BLD-ST-Foundation,BLD-EL-Devices,BLD-ST-Foundation,A
BLD-EL-Devices-vs-BLD-ST-Framing,BLD-EL-Devices,BLD-ST-Framing,A
BLD-EL-Devices-vs-BLD-ST-Stair,BLD-EL-Devices,BLD-ST-Stair,A
BLD-EL-Devices-vs-BLD-ST-Walls,BLD-EL-Devices,BLD-ST-Walls,A
BLD-EL-Electrical Equipment-vs-BLD-AR-Casework,BLD-EL-Electrical Equipment,BLD-AR-Casework,B
BLD-EL-Electrical Equipment-vs-BLD-AR-Ceilings,BLD-EL-Electrical Equipment,BLD-AR-Ceilings,A
BLD-EL-Electrical Equipment-vs-BLD-AR-Columns,BLD-EL-Electrical Equipment,BLD-AR-Columns,A
BLD-EL-Electrical Equipment-vs-BLD-AR-Curtain Mullions,BLD-EL-Electrical Equipment,BLD-AR-Curtain Mullions,A
BLD-EL-Electrical Equipment-vs-BLD-AR-Curtain Panels,BLD-EL-Electrical Equipment,BLD-AR-Curtain Panels,A
BLD-EL-Electrical Equipment-vs-BLD-AR-Doors,BLD-EL-Electrical Equipment,BLD-AR-Doors,A
BLD-EL-Electrical Equipment-vs-BLD-AR-Floors,BLD-EL-Electrical Equipment,BLD-AR-Floors,A
BLD-EL-Electrical Equipment-vs-BLD-AR-Furniture,BLD-EL-Electrical Equipment,BLD-AR-Furniture,B
BLD-EL-Electrical Equipment-vs-BLD-AR-Parking,BLD-EL-Electrical Equipment,BLD-AR-Parking,B
BLD-EL-Electrical Equipment-vs-BLD-AR-Railings,BLD-EL-Electrical Equipment,BLD-AR-Railings,B
BLD-EL-Electrical Equipment-vs-BLD-AR-Ramps,BLD-EL-Electrical Equipment,BLD-AR-Ramps,A
BLD-EL-Electrical Equipment-vs-BLD-AR-Roofs,BLD-EL-Electrical Equipment,BLD-AR-Roofs,A
BLD-EL-Electrical Equipment-vs-BLD-AR-Site,BLD-EL-Electrical Equipment,BLD-AR-Site,B
BLD-EL-Electrical Equipment-vs-BLD-AR-Stairs,BLD-EL-Electrical Equipment,BLD-AR-Stairs,A
BLD-EL-Electrical Equipment-vs-BLD-AR-Walls,BLD-EL-Electrical Equipment,BLD-AR-Walls,A
BLD-EL-Electrical Equipment-vs-BLD-AR-Windows,BLD-EL-Electrical Equipment,BLD-AR-Windows,A
BLD-EL-Electrical Equipment-vs-BLD-DR-Mechanical Equipment,BLD-EL-Electrical Equipment,BLD-DR-Mechanical Equipment,A
BLD-EL-Electrical Equipment-vs-BLD-DR-Pipe Accessories,BLD-EL-Electrical Equipment,BLD-DR-Pipe Accessories,A
BLD-EL-Electrical Equipment-vs-BLD-DR-Pipe Insulations,BLD-EL-Electrical Equipment,BLD-DR-Pipe Insulations,C
BLD-EL-Electrical Equipment-vs-BLD-DR-Pipes & Pipe Fittings,BLD-EL-Electrical Equipment,BLD-DR-Pipes & Pipe Fittings,A
BLD-EL-Electrical Equipment-vs-BLD-DR-Plumbing Fixtures,BLD-EL-Electrical Equipment,BLD-DR-Plumbing Fixtures,B
BLD-EL-Electrical Equipment-vs-BLD-EL-Cable Tray&Cable Tray Fittings,BLD-EL-Electrical Equipment,BLD-EL-Cable Tray&Cable Tray Fittings,A
BLD-EL-Electrical Equipment-vs-BLD-FF-Mechanical Equipment,BLD-EL-Electrical Equipment,BLD-FF-Mechanical Equipment,A
BLD-EL-Electrical Equipment-vs-BLD-FF-Pipe Accessories,BLD-EL-Electrical Equipment,BLD-FF-Pipe Accessories,A
BLD-EL-Electrical Equipment-vs-BLD-FF-Pipe Insulations,BLD-EL-Electrical Equipment,BLD-FF-Pipe Insulations,C
BLD-EL-Electrical Equipment-vs-BLD-FF-Pipes & Pipe Fittings,BLD-EL-Electrical Equipment,BLD-FF-Pipes & Pipe Fittings,A
BLD-EL-Electrical Equipment-vs-BLD-FF-Plumbing Fixtures,BLD-EL-Electrical Equipment,BLD-FF-Plumbing Fixtures,B
BLD-EL-Electrical Equipment-vs-BLD-FF-Sprinklers,BLD-EL-Electrical Equipment,BLD-FF-Sprinklers,B
BLD-EL-Electrical Equipment-vs-BLD-ME-Air Terminals,BLD-EL-Electrical Equipment,BLD-ME-Air Terminals,A
BLD-EL-Electrical Equipment-vs-BLD-ME-Duct Accessory,BLD-EL-Electrical Equipment,BLD-ME-Duct Accessory,A
BLD-EL-Electrical Equipment-vs-BLD-ME-Ducts&Duct Fittings,BLD-EL-Electrical Equipment,BLD-ME-Ducts&Duct Fittings,A
BLD-EL-Electrical Equipment-vs-BLD-ME-Flex Ducts,BLD-EL-Electrical Equipment,BLD-ME-Flex Ducts,C
BLD-EL-Electrical Equipment-vs-BLD-ME-Flex Pipes,BLD-EL-Electrical Equipment,BLD-ME-Flex Pipes,C
BLD-EL-Electrical Equipment-vs-BLD-ME-Mechanical Equipment,BLD-EL-Electrical Equipment,BLD-ME-Mechanical Equipment,A
BLD-EL-Electrical Equipment-vs-BLD-ME-Pipe Accessories,BLD-EL-Electrical Equipment,BLD-ME-Pipe Accessories,A
